Timestamp,Open,High,Low,Close,Volume,CloseTime,QuoteAssetVolume,Trades,TakerBuyBase,TakerBuyQuote,Ignore
2025-02-27 18:00:00,84597.00000000,84990.24000000,84516.00000000,84640.00000000,926.58937000,1740682799999,78537193.67064970,215504,525.00439000,44500182.88322870,0
2025-02-27 19:00:00,84640.00000000,84647.96000000,83614.75000000,84113.98000000,1733.10248000,1740686399999,145642424.89097800,273694,856.38429000,71959760.09665750,0
2025-02-27 20:00:00,84113.98000000,84164.97000000,82716.49000000,83524.98000000,3204.30191000,1740689999999,266776282.90601250,360010,1533.70519000,127686155.85237080,0
2025-02-27 21:00:00,83522.02000000,84433.97000000,83223.74000000,84409.18000000,1878.95127000,1740693599999,157706952.68564390,305980,1032.96922000,86725161.33390440,0
2025-02-27 22:00:00,84409.18000000,84758.63000000,83881.08000000,84716.34000000,994.53745000,1740697199999,83728590.59531220,154845,592.90271000,49929317.26281310,0
2025-02-27 23:00:00,84716.01000000,84927.84000000,84422.02000000,84708.58000000,789.30768000,1740700799999,66808530.29699700,184042,458.46004000,38802516.19541340,0
2025-02-28 00:00:00,84708.57000000,84892.85000000,84214.43000000,84258.65000000,919.55976000,1740704399999,77745378.22918000,145554,437.94224000,37038912.18867610,0
2025-02-28 01:00:00,84258.65000000,84405.17000000,81111.00000000,81661.55000000,7113.15311000,1740707999999,586021356.78403980,723209,3043.17381000,250677883.39783920,0
2025-02-28 02:00:00,81661.55000000,82874.00000000,79532.00000000,80805.50000000,11937.38959000,1740711599999,963101271.57017600,1004541,5437.59544000,438880604.51591660,0
2025-02-28 03:00:00,80805.50000000,81539.25000000,80256.05000000,80452.44000000,4133.11073000,1740715199999,334503488.79572000,553601,2016.08644000,163178730.44734920,0
2025-02-28 04:00:00,80452.89000000,80969.69000000,79400.00000000,80410.50000000,5207.49450000,1740718799999,417406608.33663550,739418,2522.32622000,202223028.91377310,0
2025-02-28 05:00:00,80410.49000000,80547.32000000,79152.00000000,79973.79000000,4262.42065000,1740722399999,340258953.20828120,704544,1924.50837000,153642578.12071110,0
2025-02-28 06:00:00,79973.79000000,80440.44000000,79034.97000000,79344.56000000,3849.39411000,1740725999999,306426806.30885770,576489,1803.10151000,143570216.64055820,0
2025-02-28 07:00:00,79344.56000000,80275.72000000,78820.06000000,79204.59000000,4679.55925000,1740729599999,371333078.04874440,463545,2517.73936000,199831483.59854290,0
2025-02-28 08:00:00,79204.60000000,79438.33000000,78258.52000000,78975.99000000,4691.80611000,1740733199999,369684831.47279250,569529,2040.29187000,160807777.50589100,0
2025-02-28 09:00:00,78975.98000000,80729.91000000,78896.22000000,80343.11000000,3560.42579000,1740736799999,284836386.01080580,495685,1902.70700000,152188994.75679450,0
2025-02-28 10:00:00,80343.11000000,80467.43000000,79544.71000000,80011.02000000,1692.08922000,1740740399999,135226659.99245060,359459,822.61269000,65747498.35966250,0
2025-02-28 11:00:00,80011.02000000,80854.46000000,79981.13000000,80513.38000000,2009.50205000,1740743999999,161648937.00744660,319665,1012.26801000,81416770.51186400,0
2025-02-28 12:00:00,80512.97000000,80829.92000000,80075.47000000,80779.61000000,1874.89584000,1740747599999,150700446.54734040,354909,803.34941000,64573988.33827240,0
2025-02-28 13:00:00,80779.62000000,81764.94000000,80621.10000000,81512.42000000,3963.49211000,1740751199999,322146599.53018710,552852,2110.37611000,171502737.78945520,0
2025-02-28 14:00:00,81512.42000000,82549.47000000,81072.23000000,82105.05000000,4593.23048000,1740754799999,376407931.16803290,671638,2310.01077000,189373030.19288750,0
2025-02-28 15:00:00,82105.06000000,84425.89000000,81998.26000000,84005.05000000,5193.46468000,1740758399999,434051208.69989520,667327,2836.29110000,236940640.08124570,0
2025-02-28 16:00:00,84005.05000000,84920.00000000,83426.00000000,84363.69000000,3435.29976000,1740761999999,288785744.30595270,469337,1663.75707000,139958949.96847910,0
2025-02-28 17:00:00,84363.68000000,84400.00000000,83584.90000000,83605.12000000,1966.06295000,1740765599999,165098613.16627190,326652,813.73645000,68341201.74722470,0
2025-02-28 18:00:00,83605.11000000,85120.00000000,83196.71000000,84440.97000000,2582.55550000,1740769199999,217276941.01063180,409932,1282.33666000,107981047.93391230,0
2025-02-28 19:00:00,84440.97000000,84810.35000000,84209.84000000,84449.99000000,1656.89446000,1740772799999,140037720.74028720,360966,856.23638000,72376847.38199540,0
2025-02-28 20:00:00,84450.00000000,84795.03000000,83600.00000000,84191.27000000,2215.50549000,1740776399999,186213391.44829460,375390,1053.16365000,88504384.74681760,0
2025-02-28 21:00:00,84190.51000000,84596.00000000,84000.17000000,84258.37000000,862.30163000,1740779999999,72656503.43577790,193870,434.02585000,36574643.80626550,0
2025-02-28 22:00:00,84258.38000000,84481.14000000,83888.00000000,84149.98000000,650.29671000,1740783599999,54718036.41317330,198315,273.06272000,22975313.62606920,0
2025-02-28 23:00:00,84149.99000000,84548.43000000,84014.00000000,84349.94000000,598.13521000,1740787199999,50418344.45970360,107789,308.15374000,25983911.24019670,0
2025-03-01 00:00:00,84349.95000000,84628.93000000,83824.78000000,83857.92000000,636.60016000,1740790799999,53599194.44926670,131136,249.06518000,20981965.18405830,0
2025-03-01 01:00:00,83857.91000000,84870.68000000,83845.86000000,84656.93000000,1147.78686000,1740794399999,96683386.78715480,187988,714.61131000,60188156.13761320,0
2025-03-01 02:00:00,84656.93000000,85678.11000000,84358.34000000,85240.46000000,2313.11212000,1740797999999,196753110.67649600,284913,1307.95461000,111270870.70579700,0
2025-03-01 03:00:00,85240.45000000,85511.91000000,84961.44000000,85330.84000000,1000.29878000,1740801599999,85219432.38602920,175578,574.67950000,48966672.12012550,0
2025-03-01 04:00:00,85330.83000000,86558.00000000,85304.00000000,86190.01000000,1664.09676000,1740805199999,143207189.00296870,233986,1030.20769000,88626942.22208110,0
2025-03-01 05:00:00,86190.00000000,86266.25000000,85569.91000000,85588.19000000,871.35628000,1740808799999,74838937.12841160,129685,410.26094000,35241569.41870110,0
2025-03-01 06:00:00,85588.19000000,85663.49000000,84828.86000000,85075.62000000,1526.55776000,1740812399999,129998974.43010650,155884,639.96576000,54522190.50002440,0
2025-03-01 07:00:00,85075.63000000,85075.63000000,84740.15000000,84740.15000000,3116.38081000,1740815999999,264807017.92727670,128431,818.60742000,69548005.85485990,0
2025-03-01 08:00:00,84740.16000000,85335.19000000,84740.15000000,85303.37000000,1088.87896000,1740819599999,92647439.69525530,137222,462.23771000,39326735.86680820,0
2025-03-01 09:00:00,85303.37000000,85508.79000000,85118.03000000,85380.00000000,639.99578000,1740823199999,54625983.82795400,122885,336.17668000,28698572.78291910,0
2025-03-01 10:00:00,85379.99000000,85436.00000000,84800.00000000,84900.01000000,1584.91058000,1740826799999,134774441.97176340,168573,528.52674000,44942610.56903830,0
2025-03-01 11:00:00,84900.01000000,84967.92000000,84382.62000000,84632.79000000,1523.87619000,1740830399999,128992620.23532150,141422,542.22632000,45896763.73504160,0
2025-03-01 12:00:00,84632.79000000,84943.08000000,84477.25000000,84758.86000000,1051.89415000,1740833999999,89035836.65569920,120798,339.38958000,28730619.41068570,0
2025-03-01 13:00:00,84758.86000000,84935.68000000,84334.39000000,84532.24000000,1237.26383000,1740837599999,104528465.38045590,194537,604.87117000,51093515.14261240,0
2025-03-01 14:00:00,84532.25000000,84858.56000000,84423.98000000,84713.99000000,638.44367000,1740841199999,54025532.00301600,171055,328.43271000,27794293.48590680,0
2025-03-01 15:00:00,84714.00000000,84924.53000000,84560.89000000,84800.00000000,629.19528000,1740844799999,53318973.15989750,152590,266.34582000,22570301.05356870,0
2025-03-01 16:00:00,84800.01000000,85298.79000000,84700.00000000,85274.82000000,935.29327000,1740848399999,79495011.28979160,203839,520.98570000,44280662.87809540,0
2025-03-01 17:00:00,85274.81000000,85373.40000000,84958.05000000,85214.70000000,999.09519000,1740851999999,85052438.69219260,150240,491.31721000,41831003.67259190,0
2025-03-01 18:00:00,85214.69000000,85338.08000000,85075.47000000,85178.35000000,235.92069000,1740855599999,20095922.63411070,78038,88.19068000,7512953.89613330,0
